,total_dist,vehicle_age,goods_weight,city_distance,highway_distance,average_temperature,avg_speed_mph,rain_classification,snow_classification,traffic_severity,start_place,destination_place,vehicle_type,fuel_price_per_gallon,total_required_fuel,total_fuel_cost,efficiency_prediction,total_cost,cost_per_mile,fuel_price,good_value_fuel,insurance_fuel_cost,goods_loading_time,is_goods_secured,check_safety
0,411.790093959262,1.0,17.6,17.850921314622,393.93917264464,3.276190476190476,65,Low,Low,0,"London, UK","Glasgow, UK",VOLVO FH 520,6.730459199999994,62.67445596527491,421.827868756479,6.570301849726726,464.01065563212694,1.0243759501368919,148.24799999999988,29.105220221468823,14.2154258676473,54,❌,❌
