,total_dist,vehicle_age,goods_weight,city_distance,highway_distance,avg_speed_mph,rain_classification,snow_classification,traffic_severity,start_place,destination_place,vehicle_type,fuel_price_per_kilogram,average_temperature,total_fuel_cost,efficiency_prediction,insurance_fuel_cost,good_value_fuel,cost_per_mile,total_cost,total_required_fuel,goods_loading_time,is_goods_secured,check_safety
0,124.08281648925801,9.0,8.8,11.453734749855002,112.629081739403,65,Low,Low,Low,Leeds,Birmingham,HVS HGV,12,5.766666666666666,379.87183660413524,3.9197267456886458,16.212826697142795,197.55716010442669,3.0614378956897808,417.85902026454875,31.655986383677938,21,✔️,✔️
